Network,School ID,School,PE,PK,K,01,02,03,04,05,06,07,08,09,10,11,12,Total
Charter,400080,UNO Charter School - PFC Omar E. Torres,,,64,64,64,64,64,64,64,96,96,,,,, 640 
Charter,400121,UNO Charter School - Rogers Park,,,63,62,64,64,64,64,61,63,56,68,82,53,, 764 
Charter,400084,UNO Charter School - Rufino Tamayo,,,32,32,32,32,32,32,32,32,32,,,,, 288 
Charter,400079,UNO Charter School - SPC Daniel Zizumbo,,,63,64,64,64,64,64,64,96,95,,,,, 638 
Charter,400101,UNO Charter School - Sandra Cisneros,,,60,64,64,64,64,64,64,64,56,,,,, 564 
Charter,400149,UNO Charter School - Soccer Academy High School,,,,,,,,,,,118,200,190,169,, 677 
Charter,400078,University of Chicago - Carter G. Woodson,,,,,,,,,97,110,115,,,,, 322 
Charter,400075,University of Chicago - Donoghue,,61,87,89,86,90,76,76,,,,,,,, 565 
Charter,400076,University of Chicago - North Kenwood/Oakland,,20,56,60,59,60,52,48,,,,,,,, 355 
Charter,400077,University of Chicago - Woodlawn,,,,,,,,,82,80,69,137,103,83,87, 641 
Charter,400105,Urban Prep Academy for Young Men - Bronzeville,,,,,,,,,,,,106,109,102,103, 420 
Charter,400086,Urban Prep Academy for Young Men - Englewood,,,,,,,,,,,,128,114,95,106, 443 
Charter,400102,Urban Prep Charter Academy for Young Men - West,,,,,,,,,,,,108,84,84,66, 342 
Charter,400087,Young Women's Leadership Charter School,,,,,,,,,,,,138,83,74,52, 347 
Charter & Contract Totals,,,64,260,"3,495","3,527","3,489","3,422","3,255","3,386","3,597","3,822","3,717","7,982","6,293","5,336","4,502"," 56,147 "
,,,,,,,,,,,,,,,,,,
District Totals,,,"7,576","14,979","27,651","29,620","30,069","31,658","28,783","27,913","28,695","27,734","26,440","29,130","31,189","26,714","24,134"," 392,285 "
