Network,School ID,School,PE,PK,K,01,02,03,04,05,06,07,08,09,10,11,12,Total
Charter,400086,Urban Prep Acad for Young Men Charter - Englewood,0,0,0,0,0,0,0,0,0,0,0,139,131,115,92,477
Charter,400105,Urban Prep Academy for Young Men - Bronzeville,0,0,0,0,0,0,0,0,0,0,0,123,121,121,114,479
Charter,400102,Urban Prep Academy for Young Men - West,0,0,0,0,0,0,0,0,0,0,0,131,127,82,78,418
Charter,400087,Young Women's Leadership Charter High School,0,0,0,0,0,0,0,0,0,0,53,107,76,56,44,336
Options,400147,Chicago Excel Academy,0,0,0,0,0,0,0,0,0,0,0,79,105,103,87,374
Options,400038,Community Services West Academy,0,0,0,0,0,0,0,0,0,0,0,0,0,137,19,156
Options,400176,Excel Academy - Southwest,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
Options,610565,Excel Academy of Englewood,0,0,0,0,0,0,0,0,0,0,0,116,177,25,22,340
Options,400164,Instituto Charter Rudy Lozano - RLLAM,0,0,0,0,0,0,0,0,0,0,0,0,41,0,35,76
Options,400148,Instituto Justice and Leadership Acad Charter HS,0,0,0,0,0,0,0,0,0,0,0,0,58,102,7,167
Options,400137,Little Black Pearl Art and Design Academy,0,0,0,0,0,0,0,0,0,0,0,41,80,34,35,190
Options,400070,Prologue Early College High School,0,0,0,0,0,0,0,0,0,0,0,13,51,83,75,222
Options,400125,"YCCS-ASPIRA,Antonia Pantoja Alternative HS",0,0,0,0,0,0,0,0,0,0,0,0,145,17,4,166
Options,400123,YCCS-Academy of Scholastic Achievement HS,0,0,0,0,0,0,0,0,0,0,0,0,71,93,31,195
Options,400124,YCCS-Ada S. McKinley-Lakeside HS,0,0,0,0,0,0,0,0,0,0,0,0,133,28,13,174
Options,400126,"YCCS-Association House, El Cuarto Ano HS",0,0,0,0,0,0,0,0,0,0,0,0,94,56,0,150
Options,400127,YCCS-Austin Career Education Center HS,0,0,0,0,0,0,0,0,0,0,0,0,20,67,93,180
Options,400128,YCCS-CCA Academy HS,0,0,0,0,0,0,0,0,0,0,0,0,119,49,12,180
Options,400129,YCCS-Charles Hamilton Houston Alternative HS,0,0,0,0,0,0,0,0,0,0,0,0,101,26,10,137
Options,400150,YCCS-Chatham Academy HS,0,0,0,0,0,0,0,0,0,0,0,0,135,43,14,192
Options,400130,YCCS-Community Youth Development Institute HS,0,0,0,0,0,0,0,0,0,0,0,0,224,19,7,250
Options,400131,YCCS-Dr. Pedro Albizu Campos Puerto Rican HS,0,0,0,0,0,0,0,0,0,0,0,0,108,49,13,170
Options,400133,YCCS-Innovations of Arts Integration HS,0,0,0,0,0,0,0,0,0,0,0,0,233,75,15,323
Options,400134,YCCS-Jane Addams Alternative HS,0,0,0,0,0,0,0,0,0,0,0,0,179,27,1,207
Options,400135,YCCS-Latino Youth Alternative HS,0,0,0,0,0,0,0,0,0,0,0,0,129,81,3,213
Options,400136,YCCS-Olive Harvey Middle College HS,0,0,0,0,0,0,0,0,0,0,0,0,171,19,0,190
Options,400139,YCCS-Sullivan House Alternative HS,0,0,0,0,0,0,0,0,0,0,0,0,306,36,0,342
Options,400141,YCCS-Truman Middle College HS,0,0,0,0,0,0,0,0,0,0,0,0,126,84,3,213
Options,400142,YCCS-Virtual HS,0,0,0,0,0,0,0,0,0,0,0,0,17,116,6,139
Options,400143,YCCS-West Town Academy Alternative HS,0,0,0,0,0,0,0,0,0,0,0,0,123,37,0,160
Options,400144,YCCS-Westside Holistic Leadership Academy HS,0,0,0,0,0,0,0,0,0,0,0,0,143,28,1,172
Options,400145,YCCS-Youth Connection Leadership Academy HS,0,0,0,0,0,0,0,0,0,0,0,0,156,91,3,250
Charter & Contract Totals,,,81,274,"3,482","3,572","3,510","3,311","3,313","3,172","3,649","3,805","3,364","7,878","9,387","6,522","4,745","60,065"
,,,,,,,,,,,,,,,,,,
District Totals,,,"8,612","14,261","28,978","30,673","30,834","31,019","28,356","28,392","29,318","26,738","27,495","30,366","31,130","26,378","24,133","396,683"
