School ID,School Name,Total,PE,PK,K,01,02,03,04,05,06,07,08,09,10,11,12
610093,Jane A Neil Elementary School,291,0,20,26,23,27,38,29,28,36,40,24,0,0,0,0
610130,John T Pirie Fine Arts & Academic Center ES,233,1,18,23,31,27,29,27,44,33,0,0,0,0,0,0
610218,Joseph Warren Elementary School,214,6,14,20,20,18,28,21,17,19,23,28,0,0,0,0
610152,Martha Ruggles Elementary School,413,0,33,47,33,42,49,44,43,48,40,34,0,0,0,0
609961,Ninos Heroes Elementary Academic Center,335,0,14,30,40,28,39,36,32,48,39,29,0,0,0,0
610115,Park Manor Elementary School,240,3,16,24,27,19,29,28,28,17,29,20,0,0,0,0
610116,Parkside Elementary Community Academy,273,7,28,32,27,23,30,34,23,28,18,23,0,0,0,0
610146,Paul Revere Elementary School,242,4,14,24,28,33,24,29,22,25,20,19,0,0,0,0
610350,Robert A Black Magnet Elementary School,424,0,0,36,44,44,47,47,53,58,49,46,0,0,0,0
610530,South Shore Fine Arts Academy,354,10,16,34,43,22,47,33,33,38,39,39,0,0,0,0
610178,Theophilus Schmid Elementary School,206,19,27,25,8,24,12,15,18,27,17,14,0,0,0,0
610002,Thomas Hoyne Elementary School,236,0,0,17,18,26,35,29,34,25,27,25,0,0,0,0
610193,William K New Sullivan Elementary School,519,14,29,41,46,49,57,63,57,53,61,49,0,0,0,0
609808,Alex Haley Elementary Academy,529,20,39,50,63,46,54,58,57,57,41,44,0,0,0,0
609821,Burnham Elementary Inclusive Academy,526,1,18,61,54,48,80,59,63,45,46,51,0,0,0,0
610004,Countee Cullen Elementary School,201,0,0,19,26,29,26,19,23,25,17,17,0,0,0,0
610198,Douglas Taylor Elementary School,417,1,35,37,29,39,53,50,45,42,45,41,0,0,0,0
610188,Dunne Technology Academy,201,0,19,18,16,24,26,19,15,23,22,19,0,0,0,0
610132,Edgar Allan Poe Elementary Classical School,196,0,0,19,29,28,28,31,29,32,0,0,0,0,0,0
610315,Edward White Elementary Career Academy,158,5,11,17,16,16,18,14,16,12,14,19,0,0,0,0
609917,Fernwood Elementary School,270,6,11,27,28,31,32,27,29,32,25,22,0,0,0,0
609800,Frank I Bennett Elementary School,308,7,26,29,22,32,34,34,24,41,29,30,0,0,0,0
610139,George M Pullman Elementary School,418,3,16,48,52,34,42,54,52,47,36,34,0,0,0,0
609845,George Washington Carver Primary School,413,27,37,38,31,57,42,40,46,29,38,28,0,0,0,0
610219,George Washington Elementary School,825,12,40,69,73,75,87,98,82,108,92,89,0,0,0,0
609856,Henry Clay Elementary School,592,13,34,49,57,55,63,63,58,69,56,75,0,0,0,0
609848,Ira F Aldridge Elementary School,186,8,11,19,15,18,23,23,15,19,23,12,0,0,0,0
609943,Jesse Owens Elementary Community Academy,344,9,20,37,42,34,50,29,34,34,25,30,0,0,0,0
610176,John D Shoop Math-Science Technical Academy ES,434,1,19,39,43,38,57,46,50,50,37,54,0,0,0,0
610054,John L Marsh Elementary School,748,13,36,65,66,72,66,94,84,86,82,84,0,0,0,0
610225,John Whistler Elementary School,359,19,19,37,38,42,32,35,33,43,37,24,0,0,0,0
610199,Johnnie Colemon Elementary Academy,249,10,25,27,21,21,18,27,27,24,28,21,0,0,0,0
610368,Langston Hughes Elementary School,471,47,52,43,42,44,52,47,32,34,32,46,0,0,0,0
610128,Marcus Moziah Garvey Elementary School,286,12,23,30,28,36,21,32,24,33,30,17,0,0,0,0
609935,Matthew Gallistel Elementary Language Academy,706,18,44,57,59,69,59,77,72,90,79,82,0,0,0,0
610208,Mildred I Lavizzo Elementary School,359,8,12,36,31,37,32,38,43,45,43,34,0,0,0,0
610086,Mount Vernon Elementary School,246,0,19,20,25,25,24,21,31,23,23,35,0,0,0,0
609811,Orville T Bright Elementary School,297,10,17,27,33,30,43,29,26,31,27,24,0,0,0,0
609902,Ralph H Metcalfe Elementary Community Academy,357,1,34,32,32,36,40,39,36,34,38,35,0,0,0,0
610091,Ronald Brown Elementary Community Academy,355,6,28,33,38,29,47,37,42,32,41,22,0,0,0,0
610586,Southeast Area Elementary School,594,4,42,64,62,73,39,54,68,57,68,63,0,0,0,0
610295,Thomas J Higgins Elementary Community Academy,269,10,20,24,29,23,32,29,25,29,18,30,0,0,0,0
609978,Wendell Smith Elementary School,334,2,17,29,35,30,42,51,25,41,29,33,0,0,0,0
610364,William E B Dubois Elementary School,213,3,15,17,21,30,22,19,23,14,27,22,0,0,0,0
609720,Albert G Lane Technical High School,4520,0,0,0,0,0,0,0,0,0,114,120,1122,1140,919,1105
609729,Carl Schurz High School,1615,0,0,0,0,0,0,0,0,0,0,0,457,486,362,310
609732,Charles P Steinmetz College Preparatory HS,1233,0,0,0,0,0,0,0,0,0,0,0,386,319,299,229
610564,Disney II Magnet High School,717,0,0,0,0,0,0,0,0,0,109,106,137,144,124,97
610515,Disney II Magnet School,442,14,45,51,55,54,56,56,54,57,0,0,0,0,0,0
609708,Edwin G. Foreman College and Career Academy,759,0,0,0,0,0,0,0,0,0,0,0,170,202,207,180
609737,Friedrich W von Steuben Metropolitan Science HS,1773,0,0,0,0,0,0,0,0,0,0,0,473,422,469,409
609766,Jacqueline B Vaughn Occupational High School,225,0,0,0,0,0,0,0,0,0,0,0,15,25,28,157
609716,Kelvyn Park High School,408,0,0,0,0,0,0,0,0,0,56,75,85,72,66,54
609719,Lake View High School,1385,0,0,0,0,0,0,0,0,0,0,0,356,374,352,303
609730,Nicholas Senn High School,1420,0,0,0,0,0,0,0,0,0,0,0,343,460,329,288
609744,Northside Learning Center High School,219,0,0,0,0,0,0,0,0,0,0,0,28,61,23,107
609769,Ray Graham Training Center High School,114,0,0,0,0,0,0,0,0,0,0,0,0,1,7,106
609733,Roger C Sullivan High School,660,0,0,0,0,0,0,0,0,0,0,0,124,180,180,176
609724,Stephen T Mather High School,1490,0,0,0,0,0,0,0,0,0,0,0,455,337,347,351
609728,Theodore Roosevelt High School,962,0,0,0,0,0,0,0,0,0,0,40,234,249,253,186
610394,Uplift Community High School,162,0,0,0,0,0,0,0,0,0,0,0,22,28,47,65
609734,William Howard Taft High School,3432,0,0,0,0,0,0,0,0,0,89,142,899,840,731,731
610334,Al Raby High School,346,0,0,0,0,0,0,0,0,0,0,0,80,80,82,104
610518,Austin College and Career Academy High School,211,0,0,0,0,0,0,0,0,0,0,0,59,63,50,39
609679,Charles Allen Prosser Career Academy High School,1329,0,0,0,0,0,0,0,0,0,0,0,293,387,328,321
610245,Frederick A Douglass Academy High School,62,0,0,0,0,0,0,0,0,0,0,0,9,17,15,21
609693,George Westinghouse College Prep,1202,0,0,0,0,0,0,0,0,0,0,0,300,327,286,289
610383,Greater Lawndale High School For Social Justice,302,0,0,0,0,0,0,0,0,0,0,0,90,70,64,78
609694,John Hancock College Preparatory High School,1013,0,0,0,0,0,0,0,0,0,0,0,276,290,233,214
609723,John Marshall Metropolitan High School,258,0,0,0,0,0,0,0,0,0,0,0,62,66,59,71
609722,Manley Career Academy High School,83,0,0,0,0,0,0,0,0,0,0,0,18,23,22,20
609756,Marie Sklodowska Curie Metropolitan High School,2913,0,0,0,0,0,0,0,0,0,0,0,862,761,637,653
610244,Michele Clark Academic Prep Magnet High School,525,0,0,0,0,0,0,0,0,0,0,0,139,138,138,110
610385,Multicultural Academy of Scholarship,218,0,0,0,0,0,0,0,0,0,0,0,56,45,48,69
609691,North-Grand High School,993,0,0,0,0,0,0,0,0,0,0,0,279,251,217,246
610529,Ogden International High School,597,0,0,0,0,0,0,0,0,0,0,0,186,199,130,82
610561,Richard T Crane Medical Preparatory HS,433,0,0,0,0,0,0,0,0,0,0,0,113,67,127,126
609759,Roberto Clemente Community Academy High School,703,0,0,0,0,0,0,0,0,0,0,0,167,202,160,174
609750,Simpson Academy HS for Young Women,32,0,0,0,0,0,0,0,0,0,0,2,7,12,4,7
609740,Wells Community Academy High School,365,0,0,0,0,0,0,0,0,0,0,0,92,126,88,59
610101,William B Ogden Elementary School,1343,1,19,169,151,150,160,147,141,132,131,142,0,0,0,0
610392,World Language Academy High School,355,0,0,0,0,0,0,0,0,0,0,0,96,92,99,68
610513,Air Force Academy High School,198,0,0,0,0,0,0,0,0,0,0,0,54,32,56,56
609748,Consuella B York Alternative HS,183,0,0,0,0,0,0,0,0,0,0,0,55,52,38,38
609704,David G Farragut Career Academy High School,668,8,9,0,0,0,0,0,0,0,0,0,150,149,176,176
609735,Edward Tilden Career Community Academy HS,217,0,0,0,0,0,0,0,0,0,0,0,50,60,51,56
609682,Ellen H Richards Career Academy High School,224,0,0,0,0,0,0,0,0,0,0,0,58,54,53,59
609709,Gage Park High School,349,0,0,0,0,0,0,0,0,0,0,0,106,118,71,54
609741,Gurdon S Hubbard High School,1706,0,0,0,0,0,0,0,0,0,0,0,435,410,407,454
609768,Hope College Preparatory High School,22,0,0,0,0,0,0,0,0,0,0,0,0,8,4,10
609718,John F Kennedy High School,1610,0,0,0,0,0,0,0,0,0,0,0,387,399,406,418
609725,Morgan Park High School,1237,0,0,0,0,0,0,0,0,0,49,44,333,260,280,271
609783,Nancy B Jefferson Alternative HS,192,0,0,0,0,0,0,0,0,0,2,7,71,66,38,8
609762,Percy L Julian High School,456,0,0,0,0,0,0,0,0,0,0,0,105,89,128,134
610391,Robert Lindblom Math & Science Academy HS,1362,0,0,0,0,0,0,0,0,0,143,118,250,272,278,301
610558,Sarah E. Goode STEM Academy,919,0,0,0,0,0,0,0,0,0,0,0,239,243,230,207
610357,Spry Community Links High School,126,0,0,0,0,0,0,0,0,0,0,0,39,39,35,13
609715,Thomas Kelly High School,1918,0,0,0,0,0,0,0,0,0,0,0,556,493,438,431
609698,William J Bogan High School,838,0,0,0,0,0,0,0,0,0,0,0,235,219,177,207
609711,William Rainey Harper High School,87,0,0,0,0,0,0,0,0,0,0,0,0,27,28,32
610323,Bowen High School,255,0,0,0,0,0,0,0,0,0,0,0,43,77,64,71
610381,Bronzeville Scholastic Academy High School,218,0,0,0,0,0,0,0,0,0,0,0,20,62,46,90
609754,Chicago Military Academy High School,299,0,0,0,0,0,0,0,0,0,0,0,82,88,86,43
609674,Chicago Vocational Career Academy High School,894,0,0,0,0,0,0,0,0,0,0,0,295,209,163,227
609705,Christian Fenger Academy High School,203,0,0,0,0,0,0,0,0,0,0,0,41,59,59,44
610380,Daniel Hale Williams Prep School of Medicine,177,0,0,0,0,0,0,0,0,0,0,0,31,63,32,51
609751,Dr  Martin Luther King  Jr  College Prep HS,516,0,0,0,0,0,0,0,0,0,0,0,128,110,121,157
609712,Emil G Hirsch Metropolitan High School,103,0,0,0,0,0,0,0,0,0,0,0,25,27,29,22
609761,George H Corliss High School,277,0,0,0,0,0,0,0,0,0,0,0,59,74,63,81
609760,George Washington Carver Military Academy HS,483,0,0,0,0,0,0,0,0,0,0,0,132,123,132,96
609739,George Washington High School,1445,0,0,0,0,0,0,0,0,0,0,0,383,377,329,356
609726,Gwendolyn Brooks College Preparatory Academy HS,986,0,0,0,0,0,0,0,0,0,58,59,238,179,230,222
609713,Hyde Park Academy High School,798,0,0,0,0,0,0,0,0,0,0,0,236,213,157,192
609710,John M Harlan Community Academy High School,327,0,0,0,0,0,0,0,0,0,0,0,82,91,87,67
609746,Kenwood Academy High School,1863,0,0,0,0,0,0,0,0,0,147,141,430,381,402,362
609692,Neal F Simeon Career Academy High School,1345,0,0,0,0,0,0,0,0,0,0,0,397,408,292,248
609676,Paul Laurence Dunbar Career Academy High School,320,0,0,0,0,0,0,0,0,0,0,0,70,85,81,84
610547,South Shore Intl College Prep High School,657,0,0,0,0,0,0,0,0,0,0,0,168,196,160,133
610339,Amos Alonzo Stagg Elementary School,402,13,11,27,43,31,51,40,47,50,51,38,0,0,0,0
610106,Brian Piccolo Elementary Specialty School,585,12,37,46,54,70,67,64,67,57,69,42,0,0,0,0
609883,Charles S Deneen Elementary School,502,6,22,45,53,48,67,52,56,52,61,40,0,0,0,0
610248,Chicago Academy Elementary School,542,0,40,47,51,54,60,59,56,57,57,61,0,0,0,0
610340,Chicago Academy High School,560,0,0,0,0,0,0,0,0,0,0,0,143,144,143,130
610499,Collins Academy High School,222,0,0,0,0,0,0,0,0,0,0,0,49,65,53,55
609885,Dewey Elementary Academy of Fine Arts,398,27,43,38,48,36,40,41,28,30,41,26,0,0,0,0
610254,Dvorak Technology Academy,393,26,46,41,40,35,42,29,34,38,32,30,0,0,0,0
610543,Eric Solorio Academy High School,1195,0,0,0,0,0,0,0,0,0,0,0,352,321,260,262
609900,George W Curtis Elementary School,510,6,29,43,60,53,53,53,61,55,51,46,0,0,0,0
610103,Isabelle C O'Keeffe Elementary School,614,0,35,70,60,52,70,62,84,75,55,51,0,0,0,0
610274,James Weldon Johnson Elementary School,382,21,19,30,25,26,39,34,49,57,34,48,0,0,0,0
610263,John Foster Dulles Elementary School,706,11,39,81,79,83,105,81,76,69,51,31,0,0,0,0
609971,John Harvard Elementary School of Excellence,367,1,18,38,50,36,43,40,33,35,43,30,0,0,0,0
610000,Julia Ward Howe Elementary School of Excellence,427,0,19,42,31,40,58,38,48,52,49,50,0,0,0,0
610036,Leslie Lewis Elementary School,462,0,20,38,58,50,51,38,56,56,43,52,0,0,0,0
610053,Marquette Elementary School,1059,22,53,75,90,99,122,114,126,114,121,123,0,0,0,0
609928,Melville W Fuller Elementary School,389,2,18,28,31,25,43,48,58,48,46,42,0,0,0,0
610257,Morton School of Excellence,277,8,23,15,22,27,30,28,34,25,41,24,0,0,0,0
609806,Myra Bradwell Communications Arts & Sciences ES,494,3,16,42,52,58,69,60,65,53,43,33,0,0,0,0
610231,National Teachers Elementary Academy,735,0,20,75,88,79,102,89,87,81,52,62,0,0,0,0
610389,Orr Academy High School,225,0,0,0,0,0,0,0,0,0,0,0,49,60,63,53
610021,Pablo Casals Elementary School,421,2,36,33,34,38,44,53,44,48,47,42,0,0,0,0
610282,Ronald E McNair Elementary School,389,1,32,28,30,32,53,52,43,39,43,36,0,0,0,0
610396,Tarkington School of Excellence ES,949,0,18,82,91,87,110,110,124,122,107,98,0,0,0,0
609991,Theodore Herzl Elementary School,560,43,74,56,53,41,61,47,43,59,46,37,0,0,0,0
609851,Thomas Chalmers Specialty Elementary School,333,11,24,25,35,37,31,36,35,42,32,25,0,0,0,0
609955,Walter Q Gresham Elementary School,325,0,19,34,44,36,35,30,36,30,34,27,0,0,0,0
609727,Wendell Phillips Academy High School,770,0,0,0,0,0,0,0,0,0,0,0,251,201,181,137
610172,William T Sherman Elementary School,261,3,14,29,23,35,30,27,26,24,27,23,0,0,0,0
609844,William W Carter Elementary School,356,1,18,26,37,33,49,38,43,39,41,31,0,0,0,0
610038,Abraham Lincoln Elementary School,956,0,0,110,105,99,109,99,104,107,101,122,0,0,0,0
610342,Albert R Sabin Elementary Magnet School,542,3,17,42,45,51,74,58,62,64,62,64,0,0,0,0
610098,Alfred Nobel Elementary School,692,6,32,56,53,74,76,70,69,87,79,90,0,0,0,0
609837,Andrew Carnegie Elementary School,637,5,15,68,57,77,73,82,73,63,68,56,0,0,0,0
609951,Ariel Elementary Community Academy,514,4,31,45,51,53,52,58,46,58,59,57,0,0,0,0
609820,Augustus H Burley Elementary School,552,9,11,77,63,58,63,56,52,54,55,54,0,0,0,0
609786,Avalon Park Elementary School,268,2,16,26,30,33,36,29,20,34,19,23,0,0,0,0
610563,Back of the Yards IB HS,1069,0,0,0,0,0,0,0,0,0,0,0,277,274,274,244
609922,Belmont-Cragin Elementary School,446,26,134,27,35,37,38,26,33,32,31,27,0,0,0,0
609764,Benito Juarez Community Academy High School,1708,0,0,0,0,0,0,0,0,0,0,0,453,498,382,375
610076,Bernhard Moos Elementary School,434,15,25,34,29,49,45,42,45,60,55,35,0,0,0,0
610039,Carl von Linne Elementary School,662,11,40,65,77,75,58,73,65,91,60,47,0,0,0,0
610148,Cesar E Chavez Multicultural Academic Center ES,932,0,42,91,100,99,107,116,104,104,90,79,0,0,0,0
610366,Charles H Wacker Elementary School,265,1,31,22,27,28,26,37,23,20,29,21,0,0,0,0
609996,Charles N Holden Elementary School,474,0,21,39,55,38,55,50,61,44,62,49,0,0,0,0
609833,Charles P Caldwell Academy of Math & Science ES,269,6,30,33,30,20,25,33,16,34,20,22,0,0,0,0
609875,Charles R Darwin Elementary School,537,29,46,49,48,49,46,58,54,46,60,52,0,0,0,0
609753,Chicago High School for Agricultural Sciences,768,0,0,0,0,0,0,0,0,0,0,0,233,197,174,164
609899,Christian Ebinger Elementary School,864,0,0,106,106,103,94,97,98,103,82,75,0,0,0,0
609863,Christopher Columbus Elementary School,264,0,17,29,26,22,28,25,30,30,30,27,0,0,0,0
609870,Daniel J Corkery Elementary School,468,4,29,49,51,51,41,48,49,52,40,54,0,0,0,0
609835,Daniel R Cameron Elementary School,763,8,47,71,65,82,84,78,82,76,88,82,0,0,0,0
610402,DeVry University Advantage Academy HS,173,0,0,0,0,0,0,0,0,0,0,0,0,0,72,101
610533,Dr Jorge Prieto Math and Science,953,1,19,81,77,79,110,92,114,139,129,112,0,0,0,0
609852,Eliza Chappell Elementary School,552,5,44,66,53,70,49,50,57,58,51,49,0,0,0,0
609973,Emiliano Zapata Elementary Academy,718,16,31,61,64,62,64,77,87,76,85,95,0,0,0,0
610203,Enrico Tonti Elementary School,967,26,81,127,128,162,133,170,140,0,0,0,0,0,0,0
610541,Federico Garcia Lorca Elementary School,761,1,39,70,57,71,79,87,88,91,93,85,0,0,0,0
610120,Ferdinand Peck Elementary School,936,71,173,143,126,119,140,164,0,0,0,0,0,0,0,0
609939,Frank L Gillespie Elementary School,465,10,29,40,44,49,63,53,48,53,43,33,0,0,0,0
609958,Frank W Gunsaulus Elementary Scholastic Academy,805,16,70,74,77,76,77,85,87,82,89,72,0,0,0,0
609926,Franklin Elementary Fine Arts Center,363,0,0,28,53,60,62,32,32,33,32,31,0,0,0,0
610062,George B McClellan Elementary School,340,0,20,31,41,45,42,31,35,39,25,31,0,0,0,0
609849,George F Cassell Elementary School,381,0,0,31,29,43,49,48,54,52,31,44,0,0,0,0
609795,George Rogers Clark Elementary School,219,0,15,16,21,24,24,26,17,24,22,30,0,0,0,0
609985,Helen M Hefferan Elementary School,358,23,48,41,27,29,36,26,36,38,23,31,0,0,0,0
610040,Henry D Lloyd Elementary School,985,31,93,139,147,145,158,133,139,0,0,0,0,0,0,0
610390,Hyman G Rickover Naval Academy High School,458,0,0,0,0,0,0,0,0,0,0,0,108,108,125,117
610384,Infinity Math Science and Technology High School,408,0,0,0,0,0,0,0,0,0,0,0,101,101,96,110
610213,James Wadsworth Elementary School,539,21,38,46,52,48,59,53,57,63,52,50,0,0,0,0
610217,James Ward Elementary School,555,3,17,55,63,61,63,64,64,66,53,46,0,0,0,0
609772,Jane Addams Elementary School,678,14,45,57,61,59,75,67,76,83,69,72,0,0,0,0
610173,Jesse Sherwood Elementary School,290,25,24,29,27,29,23,32,30,27,22,22,0,0,0,0
609789,John Barry Elementary School,614,1,38,75,87,73,72,90,96,82,0,0,0,0,0,0
609829,John C Burroughs Elementary School,445,0,41,41,39,39,53,49,46,50,43,44,0,0,0,0
609898,John F Eberhart Elementary School,1278,0,0,109,115,128,126,153,155,165,157,170,0,0,0,0
610026,John H Kinzie Elementary School,687,7,22,63,71,65,73,69,84,74,72,87,0,0,0,0
610242,Joseph Brennemann Elementary School,414,14,22,42,39,39,47,42,44,40,44,41,0,0,0,0
610015,Joseph Jungman Elementary School,283,15,23,16,30,29,25,26,21,39,27,32,0,0,0,0
610129,Josiah Pickard Elementary School,442,3,33,45,27,51,34,48,45,53,49,54,0,0,0,0
610520,LaSalle II Magnet Elementary School,586,27,44,56,57,57,58,62,62,63,55,45,0,0,0,0
610024,Lazaro Cardenas Elementary School,1156,17,53,109,120,104,119,133,124,135,114,128,0,0,0,0
610298,Lenart Elementary Regional Gifted Center,267,1,17,28,26,28,31,30,30,31,19,26,0,0,0,0
609738,Lincoln Park High School,2105,0,0,0,0,0,0,0,0,0,0,0,623,581,489,412
609834,Little Village Elementary School,748,1,38,68,61,64,67,103,87,87,82,90,0,0,0,0
609773,Louis A Agassiz Elementary School,500,12,23,50,51,44,48,53,58,43,55,63,0,0,0,0
610117,Louis Pasteur Elementary School,624,0,20,93,114,130,110,157,0,0,0,0,0,0,0,0
609817,Lyman A Budlong Elementary School,720,34,81,73,62,75,70,78,66,68,58,55,0,0,0,0
610197,Mancel Talcott Elementary School,472,3,22,56,57,39,51,41,51,53,48,51,0,0,0,0
610544,Mariano Azuela Elementary School,889,4,22,84,82,81,79,103,122,102,111,99,0,0,0,0
609780,Marine Leadership Academy at Ames,849,0,0,0,0,0,0,0,0,0,143,140,138,121,145,162
610081,Mark Sheridan Math & Science Academy,561,0,0,58,64,64,64,64,66,63,61,57,0,0,0,0
610177,Mark Skinner Elementary School,1217,1,12,167,134,135,143,137,161,135,104,88,0,0,0,0
610312,Mary E McDowell Elementary School,154,2,14,23,22,19,31,19,24,0,0,0,0,0,0,0
610082,Mount Greenwood Elementary School,1182,1,0,124,140,148,127,156,132,137,105,112,0,0,0,0
609749,Northside College Preparatory High School,1091,0,0,0,0,0,0,0,0,0,0,0,278,254,276,283
610201,Ole A Thorp Elementary Scholastic Academy,850,0,0,89,94,87,86,97,98,104,97,98,0,0,0,0
610386,Peace & Education Coalition HS,103,0,0,0,0,0,0,0,0,0,0,0,0,43,27,33
610147,Philip Rogers Elementary School,746,3,49,57,85,71,74,72,92,85,75,83,0,0,0,0
610304,Phoenix Military Academy High School,547,0,0,0,0,0,0,0,0,0,0,0,160,148,125,114
609842,Rachel Carson Elementary School,1003,18,76,76,93,80,104,115,127,111,95,108,0,0,0,0
610141,Ravenswood Elementary School,549,10,30,67,59,62,52,60,57,54,49,49,0,0,0,0
609903,Richard Edwards Elementary School,1461,51,98,133,136,128,148,139,162,151,145,170,0,0,0,0
610291,Richard Henry Lee Elementary School,810,6,33,67,78,91,72,76,100,96,99,92,0,0,0,0
609695,Roald Amundsen High School,1291,0,0,0,0,0,0,0,0,0,0,0,376,323,299,293
610027,Rudyard Kipling Elementary School,286,5,13,21,33,25,18,30,37,45,36,23,0,0,0,0
610250,Rueben Salazar Elementary Bilingual Center,324,0,16,23,33,32,37,34,36,51,34,28,0,0,0,0
610155,Sauganash Elementary School,627,0,0,73,81,80,70,64,70,61,63,65,0,0,0,0
609990,South Loop Elementary School,798,0,0,84,96,87,90,99,78,86,96,82,0,0,0,0
609745,Southside Occupational Academy High School,304,0,0,0,0,0,0,0,0,0,0,0,0,0,4,300
610548,STEM Magnet Academy,434,2,0,56,50,50,53,53,52,55,36,27,0,0,0,0
610249,Talman Elementary School,389,3,34,34,37,33,41,36,37,53,44,37,0,0,0,0
610504,Velma F Thomas Early Childhood Center,165,53,112,0,0,0,0,0,0,0,0,0,0,0,0,0
609944,Virgil Grissom Elementary School,330,0,18,28,30,36,28,32,41,36,40,41,0,0,0,0
610363,Walt Disney Magnet Elementary School,1521,5,49,196,201,196,174,159,138,155,134,114,0,0,0,0
610587,Walter Henri Dyett High School for the Arts,484,0,0,0,0,0,0,0,0,0,0,0,174,168,142,0
609680,Walter Payton College Preparatory High School,1153,0,0,0,0,0,0,0,0,0,0,0,314,332,289,218
610179,Washington D Smyser Elementary School,866,1,18,85,70,106,85,92,103,122,105,79,0,0,0,0
610542,West Ridge Elementary School,808,5,32,77,92,78,95,86,80,82,82,99,0,0,0,0
609755,Whitney M Young Magnet High School,2211,0,0,0,0,0,0,0,0,0,127,116,501,523,481,463
609945,William C. Goudy Technology Academy,701,14,39,62,69,62,65,90,67,78,75,80,0,0,0,0
609678,William Jones College Preparatory High School,1916,0,0,0,0,0,0,0,0,0,0,0,513,469,457,477
400009,Academy for Global Citizenship Charter School,468,0,0,54,53,54,52,54,51,53,50,47,0,0,0,0
400081,Acero Charter Schools - Bartolomé de las Casas,264,0,0,28,29,31,31,28,31,32,29,25,0,0,0,0
400153,Acero Charter Schools - Brighton Park,559,0,0,56,64,62,66,64,62,61,60,64,0,0,0,0
400082,Acero Charter Schools - Carlos Fuentes,542,0,0,51,50,62,63,64,63,64,61,64,0,0,0,0
400114,Acero Charter Schools - Esmeralda Santiago,276,0,0,27,29,31,31,32,33,32,30,31,0,0,0,0
400112,Acero Charter Schools - Jovita Idar,560,0,0,64,62,63,62,63,63,59,61,63,0,0,0,0
400085,Acero Charter Schools - Major Hector P. Garcia MD,625,0,0,0,0,0,0,0,0,0,0,0,163,127,160,175
400083,Acero Charter Schools - Octavio Paz Campus,319,0,0,26,26,27,36,53,44,29,28,50,0,0,0,0
400089,Acero Charter Schools - Officer Donald J. Marquez,570,0,0,64,62,62,64,63,64,64,63,64,0,0,0,0
400080,Acero Charter Schools - PFC Omar E. Torres,610,0,0,57,64,79,62,62,64,95,63,64,0,0,0,0
400120,Acero Charter Schools - Roberto Clemente,532,0,0,44,55,64,63,58,62,63,60,63,0,0,0,0
400084,Acero Charter Schools - Rufino Tamayo,288,0,0,32,32,32,32,32,32,32,32,32,0,0,0,0
400101,Acero Charter Schools - Sandra Cisneros,520,0,0,45,58,39,62,64,64,63,61,64,0,0,0,0
400121,Acero Charter Schools - Sor Juana Inés de la Cruz,661,0,0,54,46,52,58,62,63,52,57,50,46,51,30,40
400079,Acero Charter Schools - SPC Daniel Zizumbo,626,0,0,58,62,96,64,64,64,58,96,64,0,0,0,0
400149,Acero Charter Schools - Victoria Soto,543,0,0,0,0,0,0,0,0,0,0,0,132,99,143,169
400011,Alain Locke Charter School,471,0,40,53,52,51,60,55,49,33,37,41,0,0,0,0
400060,Asian Human Services - Passages Charter School,427,20,71,39,40,31,33,35,45,38,43,32,0,0,0,0
400172,ASPIRA Business and Finance,645,0,0,0,0,0,0,0,0,0,0,0,185,140,180,140
400013,ASPIRA Charter School - Early College High School,346,0,0,0,0,0,0,0,0,0,0,0,91,70,98,87
400017,ASPIRA Charter School - Haugan Middle School,309,0,0,0,0,0,0,0,0,62,69,178,0,0,0,0
400115,Catalyst - Maria Charter School,1101,0,0,59,57,66,60,60,60,60,65,63,179,128,117,127
400021,Catalyst Elementary Charter School - Circle Rock,519,0,0,59,60,60,60,59,59,60,53,49,0,0,0,0
400161,Chicago Collegiate Charter School,386,0,0,0,0,0,0,23,59,61,90,63,46,44,0,0
400035,Chicago Math and Science Academy Charter School,604,0,0,0,0,0,0,0,0,75,84,88,110,86,80,81
400036,Chicago Virtual Charter School,682,0,0,28,32,46,43,57,59,72,66,75,61,59,52,32
400159,Christopher House Charter School,383,0,0,66,53,66,44,54,51,49,0,0,0,0,0,0
400023,CICS - Avalon/South Shore,449,0,0,26,27,53,69,61,60,51,46,56,0,0,0,0
400024,CICS - Basil,711,0,0,72,76,88,90,85,83,89,69,59,0,0,0,0
400025,CICS - Bucktown,675,0,0,61,77,81,82,70,74,80,68,82,0,0,0,0
400113,CICS - ChicagoQuest North,236,0,0,0,0,0,0,0,0,0,0,0,54,50,78,54
400027,CICS - Irving Park,557,0,0,60,62,58,61,63,62,57,57,77,0,0,0,0
400092,CICS - Lloyd Bond,367,0,0,51,47,51,56,54,49,59,0,0,0,0,0,0
400033,CICS - Longwood,1288,0,0,0,0,0,146,155,139,147,140,134,116,103,116,92
400026,CICS - Loomis Primary,547,0,0,174,178,195,0,0,0,0,0,0,0,0,0,0
400034,CICS - Northtown,920,0,0,0,0,0,0,0,0,0,0,0,243,233,228,216
400028,CICS - Prairie,425,0,0,29,56,55,57,59,54,59,29,27,0,0,0,0
400032,CICS - Ralph Ellison,349,0,0,0,0,0,0,0,0,0,0,0,66,84,91,108
400029,CICS - Washington Park,474,0,1,56,52,58,62,54,60,31,52,48,0,0,0,0
400030,CICS - West Belden,533,0,0,62,60,59,60,60,60,57,59,56,0,0,0,0
