School ID,School Name,Network,Total,PE,PK,K,01,02,03,04,05,06,07,08,09,10,11,12
610381,Bronzeville Scholastic Academy High School,Network 9,322,0,0,0,0,0,0,0,0,0,0,0,72,51,101,98
610345,Carter G Woodson South Elementary School,Network 9,330,13,6,29,32,33,35,38,41,41,36,26,0,0,0,0
610030,Charles Kozminski Elementary Community Academy,Network 9,257,10,15,26,24,25,14,23,25,27,27,41,0,0,0,0
610380,Daniel Hale Williams Prep School of Medicine,Network 9,231,0,0,0,0,0,0,0,0,0,0,0,70,44,55,62
609751,Dr  Martin Luther King  Jr  College Prep HS,Network 9,599,0,0,0,0,0,0,0,0,0,0,0,129,144,154,172
609819,Edmond Burke Elementary School,Network 9,432,32,40,47,38,38,48,35,44,39,34,37,0,0,0,0
610246,Edward Beasley Elementary Magnet Academic Center,Network 9,1246,46,79,113,118,123,123,144,132,135,104,129,0,0,0,0
610065,Emmett Louis Till Math and Science Academy,Network 9,346,15,24,31,41,29,37,44,39,29,27,30,0,0,0,0
609713,Hyde Park Academy High School,Network 9,856,0,0,0,0,0,0,0,0,0,0,0,261,165,215,215
610110,Ida B Wells Preparatory Elementary Academy,Network 9,390,19,39,38,40,37,39,30,40,44,39,25,0,0,0,0
610276,Irvin C Mollison Elementary School,Network 9,343,5,12,28,35,35,47,44,34,47,28,28,0,0,0,0
610256,Jackie Robinson Elementary School,Network 9,121,16,23,30,23,14,15,0,0,0,0,0,0,0,0,0
609891,James R Doolittle Jr Elementary School,Network 9,277,16,19,28,21,40,37,25,22,24,28,17,0,0,0,0
610213,James Wadsworth Elementary School,Network 9,551,14,45,50,49,49,70,50,57,57,48,62,0,0,0,0
609894,John B Drake Elementary School,Network 9,341,15,26,27,40,32,41,26,42,31,27,34,0,0,0,0
609919,John Fiske Elementary School,Network 9,461,28,39,47,34,52,38,51,48,35,45,44,0,0,0,0
610126,John J Pershing Elementary Humanities Magnet,Network 9,590,12,23,39,65,77,75,59,77,67,56,40,0,0,0,0
609746,Kenwood Academy High School,Network 9,1756,0,0,0,0,0,0,0,0,0,137,128,382,403,368,338
610237,Ludwig Van Beethoven Elementary School,Network 9,388,26,35,39,32,35,27,44,47,33,37,33,0,0,0,0
609676,Paul Laurence Dunbar Career Academy High School,Network 9,457,0,0,0,0,0,0,0,0,0,0,0,114,110,118,115
610090,Phillip Murray Elementary Language Academy,Network 9,519,0,0,60,61,58,59,59,64,60,47,51,0,0,0,0
609987,Thomas A Hendricks Elementary Community Academy,Network 9,244,14,25,26,32,16,24,25,16,23,23,20,0,0,0,0
610143,William C Reavis Math & Science Specialty ES,Network 9,253,17,37,22,19,20,25,29,20,25,19,20,0,0,0,0
610142,William H Ray Elementary School,Network 9,725,42,59,75,77,71,72,73,73,66,64,53,0,0,0,0
609977,Woodlawn Community Elementary School,Network 9,216,13,27,22,25,27,29,24,27,22,0,0,0,0,0,0
610185,Adlai E Stevenson Elementary School,Network 10,1257,26,66,100,113,125,142,109,143,156,129,148,0,0,0,0
609788,Alice L Barnard Computer Math & Science Ctr ES,Network 10,324,8,17,30,30,38,34,31,34,36,31,35,0,0,0,0
610084,Annie Keller Elementary Gifted Magnet School,Network 10,243,0,0,0,28,29,30,33,31,31,30,31,0,0,0,0
610287,Ashburn Community Elementary School,Network 10,517,13,24,29,61,54,49,66,68,50,46,57,0,0,0,0
609871,Barbara Vick Early Childhood & Family Center,Network 10,316,122,194,0,0,0,0,0,0,0,0,0,0,0,0,0
610087,Blair Early Childhood Center,Network 10,190,40,89,28,33,0,0,0,0,0,0,0,0,0,0,0
609839,Carroll-Rosenwald Specialty Elementary School,Network 10,422,6,14,38,31,30,58,42,42,58,57,46,0,0,0,0
609879,Charles Gates Dawes Elementary School,Network 10,992,26,45,72,107,109,108,114,115,106,77,113,0,0,0,0
610347,Claremont Academy Elementary School,Network 10,434,11,17,42,45,44,60,41,54,44,33,43,0,0,0,0
610077,Donald Morrill Math & Science Elementary School,Network 10,648,16,36,47,61,62,66,84,65,82,56,73,0,0,0,0
610352,Durkin Park Elementary School,Network 10,696,25,37,66,65,68,74,72,81,78,61,69,0,0,0,0
610006,Edward N Hurley Elementary School,Network 10,830,19,43,65,82,74,94,97,90,104,92,70,0,0,0,0
610195,Elizabeth H Sutherland Elementary School,Network 10,557,0,0,49,53,66,65,73,73,66,53,59,0,0,0,0
609908,Esmond Elementary School,Network 10,280,0,20,13,28,34,36,23,28,39,31,28,0,0,0,0
610057,Fairfield Elementary Academy,Network 10,576,8,22,59,52,60,70,58,65,67,60,55,0,0,0,0
610067,Francis M McKay Elementary School,Network 10,802,28,48,77,88,81,99,87,92,94,51,57,0,0,0,0
609849,George F Cassell Elementary School,Network 10,411,0,0,29,40,53,55,55,53,35,49,42,0,0,0,0
609741,Gurdon S Hubbard High School,Network 10,1777,0,0,0,0,0,0,0,0,0,0,0,404,442,492,439
609861,Henry R Clissold Elementary School,Network 10,509,0,0,53,51,55,58,62,63,63,56,48,0,0,0,0
609893,John C Dore Elementary School,Network 10,715,6,27,62,77,80,76,80,80,78,77,72,0,0,0,0
609898,John F Eberhart Elementary School,Network 10,1377,0,0,115,128,135,172,156,177,162,170,162,0,0,0,0
609718,John F Kennedy High School,Network 10,1690,0,0,0,0,0,0,0,0,0,0,0,404,433,444,409
610207,John H Vanderpoel Elementary Magnet School,Network 10,280,0,0,27,28,25,32,28,29,28,37,46,0,0,0,0
610016,Kate S Kellogg Elementary School,Network 10,257,0,0,26,29,28,32,31,34,29,27,21,0,0,0,0
609807,Lionel Hampton Fine & Performing Arts ES,Network 10,539,0,0,48,52,51,66,54,49,53,79,87,0,0,0,0
610206,Mark Twain Elementary School,Network 10,1131,11,25,92,104,113,144,135,124,124,124,135,0,0,0,0
609832,Michael M Byrne Elementary School,Network 10,673,0,0,70,54,79,73,64,72,74,101,86,0,0,0,0
609725,Morgan Park High School,Network 10,1268,0,0,0,0,0,0,0,0,0,49,41,271,311,304,292
609960,Nathan Hale Elementary School,Network 10,932,0,0,77,105,96,109,111,112,114,102,106,0,0,0,0
609981,Phoebe Apperson Hearst Elementary School,Network 10,359,16,30,31,39,35,43,30,35,45,24,31,0,0,0,0
610588,Robert J. Richardson Middle School,Network 10,1211,0,0,0,0,0,0,0,334,303,278,296,0,0,0,0
609956,Robert L Grimes Elementary School,Network 10,455,12,28,44,36,41,49,51,60,48,46,40,0,0,0,0
610558,Sarah E. Goode STEM Academy,Network 10,900,0,0,0,0,0,0,0,0,0,0,0,260,241,224,175
610109,William Bishop Owen Scholastic Academy ES,Network 10,268,0,0,28,29,30,30,31,29,32,28,31,0,0,0,0
609698,William J Bogan High School,Network 10,781,0,0,0,0,0,0,0,0,0,0,0,199,192,197,193
609869,Anna R. Langford Community Academy,Network 11,267,13,21,20,27,28,35,30,24,26,15,28,0,0,0,0
610037,Arthur A Libby Elementary School,Network 11,354,0,0,31,53,35,44,48,41,36,39,27,0,0,0,0
609941,Asa Philip Randolph Elementary School,Network 11,509,18,32,53,55,57,49,56,42,45,58,44,0,0,0,0
610290,Benjamin E Mays Elementary Academy,Network 11,371,14,19,32,42,42,48,37,46,27,37,27,0,0,0,0
610238,Carrie Jacobs Bond Elementary School,Network 11,291,9,25,21,38,34,26,31,26,32,21,28,0,0,0,0
609986,Charles R Henderson Elementary School,Network 11,275,16,21,20,29,25,30,24,30,28,26,26,0,0,0,0
609897,Charles W Earle Elementary School,Network 11,416,14,43,32,39,48,59,40,35,39,30,37,0,0,0,0
609790,Clara Barton Elementary School,Network 11,389,21,24,23,35,42,52,36,47,39,39,31,0,0,0,0
609748,Consuella B York Alternative HS,Network 11,210,0,0,0,0,0,0,0,0,0,0,0,77,40,52,41
610223,Daniel S Wentworth Elementary School,Network 11,449,12,32,34,48,45,50,54,45,42,45,42,0,0,0,0
610299,Dr. Martin L. King Jr Academy of Social Justice,Network 11,244,11,28,26,20,19,24,36,16,26,22,16,0,0,0,0
609924,Fort Dearborn Elementary School,Network 11,367,9,23,29,38,39,43,38,43,46,23,36,0,0,0,0
609927,Foster Park Elementary School,Network 11,360,21,33,38,40,28,37,34,42,35,20,32,0,0,0,0
610112,Francis W Parker Elementary Community Academy,Network 11,491,34,50,59,50,44,52,43,40,39,40,40,0,0,0,0
609768,Hope College Preparatory High School,Network 11,95,0,0,0,0,0,0,0,0,0,0,0,28,21,26,20
610173,Jesse Sherwood Elementary School,Network 11,335,17,35,32,36,31,38,31,34,25,25,31,0,0,0,0
609864,John W Cook Elementary School,Network 11,383,15,16,37,43,42,40,42,48,29,36,35,0,0,0,0
610019,Joshua D Kershaw Elementary School,Network 11,265,18,19,27,30,27,29,22,25,27,24,17,0,0,0,0
609793,Lillian R. Nicholson STEM Academy,Network 11,472,13,23,40,53,49,65,46,51,51,40,41,0,0,0,0
610108,Luke O'Toole Elementary School,Network 11,357,7,31,28,28,29,41,36,50,35,37,35,0,0,0,0
610369,Mahalia Jackson Elementary School,Network 11,354,19,20,31,35,42,55,41,30,27,27,27,0,0,0,0
610362,Medgar Evers Elementary School,Network 11,279,12,27,17,12,30,30,26,35,35,32,23,0,0,0,0
609783,Nancy B Jefferson Alternative HS,Network 11,213,0,0,0,0,0,0,0,0,1,4,11,80,84,23,10
610300,Oliver S Westcott Elementary School,Network 11,399,24,25,49,45,36,57,34,45,27,27,30,0,0,0,0
609997,Oliver Wendell Holmes Elementary School,Network 11,163,15,24,11,14,17,17,17,12,10,7,19,0,0,0,0
610003,Paul Cuffe Math-Science Technology Academy ES,Network 11,319,14,18,22,28,19,28,37,38,47,29,39,0,0,0,0
609707,Paul Robeson High School,Network 11,128,0,0,0,0,0,0,0,0,0,0,0,39,24,35,30
609791,Perkins Bass Elementary School,Network 11,447,9,35,43,48,46,59,43,55,36,34,39,0,0,0,0
610102,Richard J Oglesby Elementary School,Network 11,489,8,19,53,51,60,67,50,52,41,48,40,0,0,0,0
609929,Robert Fulton Elementary School,Network 11,335,12,31,22,31,35,44,29,33,41,33,24,0,0,0,0
610391,Robert Lindblom Math & Science Academy HS,Network 11,1325,0,0,0,0,0,0,0,0,0,124,111,265,274,298,253
610027,Rudyard Kipling Elementary School,Network 11,295,0,0,26,27,23,38,39,47,40,27,28,0,0,0,0
609805,Scott Joplin Elementary School,Network 11,411,15,22,44,39,52,43,41,32,48,46,29,0,0,0,0
610521,Sir Miles Davis Magnet Elementary Academy,Network 11,250,0,0,18,27,32,25,36,33,30,31,18,0,0,0,0
610506,TEAM Englewood Community Academy High School,Network 11,92,0,0,0,0,0,0,0,0,0,0,0,10,21,24,37
609895,Turner-Drew Elementary Language Academy,Network 11,248,0,0,24,29,31,24,27,28,29,28,28,0,0,0,0
610032,Wendell E Green Elementary School,Network 11,368,8,21,36,35,43,53,40,26,33,32,41,0,0,0,0
610153,William H Ryder Math & Science Specialty ES,Network 11,401,15,32,29,38,27,35,55,49,45,31,45,0,0,0,0
609711,William Rainey Harper High School,Network 11,134,0,0,0,0,0,0,0,0,0,0,0,25,38,39,32
610281,Adam Clayton Powell Paideia Community Academy ES,Network 12,598,0,0,65,66,58,71,70,70,74,62,62,0,0,0,0
610316,Amelia Earhart Options for Knowledge ES,Network 12,239,0,0,21,31,21,31,26,21,32,32,24,0,0,0,0
610171,Arnold Mireles Elementary Academy,Network 12,535,7,21,51,57,51,59,60,45,68,55,61,0,0,0,0
609887,Arthur Dixon Elementary School,Network 12,567,15,25,33,37,47,51,45,67,59,90,98,0,0,0,0
610268,Arthur R Ashe Elementary School,Network 12,322,14,6,31,42,23,40,35,38,34,35,24,0,0,0,0
609786,Avalon Park Elementary School,Network 12,296,6,12,31,35,37,32,29,40,18,29,27,0,0,0,0
610323,Bowen High School,Network 12,297,0,0,0,0,0,0,0,0,0,0,0,47,81,95,74
609827,Burnside Elementary Scholastic Academy,Network 12,464,11,15,44,48,43,48,43,58,52,53,49,0,0,0,0
609833,Charles P Caldwell Academy of Math & Science ES,Network 12,268,19,19,26,19,24,31,20,26,23,25,36,0,0,0,0
609813,Charles S Brownell Elementary School,Network 12,216,12,21,27,30,24,25,24,26,27,0,0,0,0,0,0
609674,Chicago Vocational Career Academy High School,Network 12,880,0,0,0,0,0,0,0,0,0,0,0,263,164,240,213
609815,Edward A Bouchet Math & Science Academy ES,Network 12,612,18,19,77,66,54,66,80,54,74,59,45,0,0,0,0
609862,Edward Coles Elementary Language Academy,Network 12,434,10,26,42,34,44,46,52,46,45,44,45,0,0,0,0
609712,Emil G Hirsch Metropolitan High School,Network 12,137,0,0,0,0,0,0,0,0,0,0,0,38,35,27,37
610124,Harold Washington Elementary School,Network 12,315,12,16,32,40,30,31,32,32,32,23,35,0,0,0,0
610279,Henry O Tanner Elementary School,Network 12,345,9,20,27,17,48,44,32,47,43,21,37,0,0,0,0
610052,Horace Mann Elementary School,Network 12,350,10,17,38,35,35,48,28,34,38,23,44,0,0,0,0
610066,James E McDade Elementary Classical School,Network 12,195,0,0,27,29,29,28,29,28,25,0,0,0,0,0,0
610047,James Madison Elementary School,Network 12,244,6,13,18,24,19,34,28,30,26,20,26,0,0,0,0
610200,James N Thorp Elementary School,Network 12,325,12,26,20,29,43,38,28,25,31,37,36,0,0,0,0
610093,Jane A Neil Elementary School,Network 12,264,8,12,16,21,34,25,28,33,43,24,20,0,0,0,0
609710,John M Harlan Community Academy High School,Network 12,386,0,0,0,0,0,0,0,0,0,0,0,92,103,91,100
610130,John T Pirie Fine Arts & Academic Center ES,Network 12,261,17,9,27,33,31,28,48,35,33,0,0,0,0,0,0
610218,Joseph Warren Elementary School,Network 12,236,11,12,24,24,23,29,18,17,28,26,24,0,0,0,0
610152,Martha Ruggles Elementary School,Network 12,415,11,26,32,44,47,43,47,52,41,32,40,0,0,0,0
609961,Ninos Heroes Elementary Academic Center,Network 12,372,11,18,47,29,34,42,33,42,40,32,44,0,0,0,0
610115,Park Manor Elementary School,Network 12,294,7,13,32,23,29,38,40,31,28,22,31,0,0,0,0
610116,Parkside Elementary Community Academy,Network 12,240,8,22,27,26,23,32,23,25,17,19,18,0,0,0,0
610146,Paul Revere Elementary School,Network 12,241,3,16,28,29,16,33,20,26,27,19,24,0,0,0,0
610350,Robert A Black Magnet Elementary School,Network 12,439,0,0,47,40,49,46,52,54,55,49,47,0,0,0,0
610530,South Shore Fine Arts Academy,Network 12,396,6,26,46,31,44,42,35,49,40,41,36,0,0,0,0
610547,South Shore Intl College Prep High School,Network 12,649,0,0,0,0,0,0,0,0,0,0,0,208,174,142,125
610178,Theophilus Schmid Elementary School,Network 12,191,15,22,11,18,14,14,20,24,24,16,13,0,0,0,0
610002,Thomas Hoyne Elementary School,Network 12,253,0,0,18,28,34,31,31,29,30,24,28,0,0,0,0
610193,William K New Sullivan Elementary School,Network 12,512,9,17,48,52,56,71,56,59,61,44,39,0,0,0,0
609808,Alex Haley Elementary Academy,Network 13,541,16,38,44,47,47,74,64,52,56,47,56,0,0,0,0
609705,Christian Fenger Academy High School,Network 13,251,0,0,0,0,0,0,0,0,0,0,0,59,67,66,59
610004,Countee Cullen Elementary School,Network 13,186,0,0,25,25,18,22,20,26,17,13,20,0,0,0,0
610198,Douglas Taylor Elementary School,Network 13,444,8,29,29,38,49,50,47,51,47,45,51,0,0,0,0
610188,Dunne Technology Academy,Network 13,258,3,29,20,23,25,21,23,29,34,24,27,0,0,0,0
610132,Edgar Allan Poe Elementary Classical School,Network 13,208,0,0,26,29,30,32,30,32,29,0,0,0,0,0,0
610315,Edward White Elementary Career Academy,Network 13,162,5,13,25,12,14,15,15,17,17,18,11,0,0,0,0
609917,Fernwood Elementary School,Network 13,301,13,18,31,34,33,31,32,37,24,20,28,0,0,0,0
609800,Frank I Bennett Elementary School,Network 13,308,13,20,29,31,31,36,26,39,30,24,29,0,0,0,0
609761,George H Corliss High School,Network 13,310,0,0,0,0,0,0,0,0,0,0,0,67,63,94,86
610139,George M Pullman Elementary School,Network 13,390,11,11,49,37,37,49,46,42,37,36,35,0,0,0,0
609845,George Washington Carver Primary School,Network 13,493,24,35,47,60,45,59,56,48,46,32,41,0,0,0,0
610219,George Washington Elementary School,Network 13,873,19,47,77,80,89,100,85,106,89,91,90,0,0,0,0
609739,George Washington High School,Network 13,1436,0,0,0,0,0,0,0,0,0,0,0,382,367,364,323
609726,Gwendolyn Brooks College Preparatory Academy HS,Network 13,961,0,0,0,0,0,0,0,0,0,58,61,186,237,231,188
609856,Henry Clay Elementary School,Network 13,618,15,42,51,54,61,70,59,63,60,75,68,0,0,0,0
609848,Ira F Aldridge Elementary School,Network 13,199,7,9,18,19,23,25,18,19,30,16,15,0,0,0,0
609943,Jesse Owens Elementary Community Academy,Network 13,397,11,20,38,38,52,50,39,32,34,43,40,0,0,0,0
610176,John D Shoop Math-Science Technical Academy ES,Network 13,430,14,18,34,35,55,50,50,49,41,50,34,0,0,0,0
610054,John L Marsh Elementary School,Network 13,751,18,33,55,76,65,98,81,81,83,84,77,0,0,0,0
610225,John Whistler Elementary School,Network 13,344,7,26,33,41,30,36,34,40,41,27,29,0,0,0,0
610199,Johnnie Colemon Elementary Academy,Network 13,251,14,21,19,19,21,27,29,28,32,23,18,0,0,0,0
610368,Langston Hughes Elementary School,Network 13,470,27,61,42,43,45,57,41,40,39,48,27,0,0,0,0
610128,Marcus Moziah Garvey Elementary School,Network 13,250,11,22,26,31,20,29,23,25,22,17,24,0,0,0,0
609935,Matthew Gallistel Elementary Language Academy,Network 13,793,20,43,54,73,54,82,74,88,83,82,140,0,0,0,0
610208,Mildred I Lavizzo Elementary School,Network 13,357,5,12,29,38,30,43,45,40,42,35,38,0,0,0,0
610086,Mount Vernon Elementary School,Network 13,232,4,11,23,23,24,20,30,25,27,25,20,0,0,0,0
609811,Orville T Bright Elementary School,Network 13,282,8,14,31,33,35,33,20,32,28,24,24,0,0,0,0
609762,Percy L Julian High School,Network 13,516,0,0,0,0,0,0,0,0,0,0,0,86,142,162,126
609902,Ralph H Metcalfe Elementary Community Academy,Network 13,387,7,30,36,31,38,52,42,29,44,42,36,0,0,0,0
610091,Ronald Brown Elementary Community Academy,Network 13,321,1,27,24,30,39,39,36,35,38,22,30,0,0,0,0
610586,Southeast Area Elementary School,Network 13,518,17,34,57,66,41,52,67,56,70,58,0,0,0,0,0
610295,Thomas J Higgins Elementary Community Academy,Network 13,268,10,18,28,25,34,23,30,32,19,29,20,0,0,0,0
609978,Wendell Smith Elementary School,Network 13,360,4,16,40,28,40,56,32,44,41,32,27,0,0,0,0
610364,William E B Dubois Elementary School,Network 13,235,9,12,23,32,26,21,24,17,22,27,22,0,0,0,0
610339,Amos Alonzo Stagg Elementary School,AUSL,416,8,24,34,31,40,44,50,55,55,37,38,0,0,0,0
610106,Brian Piccolo Elementary Specialty School,AUSL,598,13,39,58,61,71,73,67,60,65,43,48,0,0,0,0
609883,Charles S Deneen Elementary School,AUSL,524,19,32,50,40,60,61,57,57,58,41,49,0,0,0,0
610248,Chicago Academy Elementary School,AUSL,602,23,45,56,56,56,60,60,60,62,62,62,0,0,0,0
610340,Chicago Academy High School,AUSL,542,0,0,0,0,0,0,0,0,0,0,0,138,143,141,120
610499,Collins Academy High School,AUSL,260,0,0,0,0,0,0,0,0,0,0,0,67,69,52,72
609885,Dewey Elementary Academy of Fine Arts,AUSL,420,21,50,51,39,41,48,37,37,38,31,27,0,0,0,0
610254,Dvorak Technology Academy,AUSL,383,25,40,42,38,39,32,34,33,35,34,31,0,0,0,0
610543,Eric Solorio Academy High School,AUSL,1190,0,0,0,0,0,0,0,0,0,0,0,346,275,274,295
609900,George W Curtis Elementary School,AUSL,520,9,22,50,59,51,67,62,56,55,46,43,0,0,0,0
610103,Isabelle C O'Keeffe Elementary School,AUSL,662,17,32,57,54,64,81,86,81,70,60,60,0,0,0,0
610274,James Weldon Johnson Elementary School,AUSL,428,25,31,27,29,45,44,50,48,47,43,39,0,0,0,0
610263,John Foster Dulles Elementary School,AUSL,660,25,30,63,81,84,88,77,67,57,33,55,0,0,0,0
609971,John Harvard Elementary School of Excellence,AUSL,392,6,22,39,41,49,47,44,35,42,38,29,0,0,0,0
610000,Julia Ward Howe Elementary School of Excellence,AUSL,481,7,26,26,40,62,57,47,51,56,56,53,0,0,0,0
610036,Leslie Lewis Elementary School,AUSL,486,18,18,54,51,50,51,51,52,44,50,47,0,0,0,0
610053,Marquette Elementary School,AUSL,1171,18,44,99,105,116,131,142,122,128,137,129,0,0,0,0
609928,Melville W Fuller Elementary School,AUSL,375,10,17,29,22,34,38,57,39,45,45,39,0,0,0,0
610257,Morton School of Excellence,AUSL,310,12,26,27,25,33,30,28,30,37,26,36,0,0,0,0
609806,Myra Bradwell Communications Arts & Sciences ES,AUSL,489,7,13,40,54,58,63,56,58,52,41,47,0,0,0,0
610231,National Teachers Elementary Academy,AUSL,723,5,15,81,83,98,91,97,85,53,61,54,0,0,0,0
610389,Orr Academy High School,AUSL,277,0,0,0,0,0,0,0,0,0,0,0,50,91,57,79
610021,Pablo Casals Elementary School,AUSL,437,18,26,35,35,42,64,40,46,43,41,47,0,0,0,0
610282,Ronald E McNair Elementary School,AUSL,399,14,22,28,33,53,49,46,41,48,40,25,0,0,0,0
610396,Tarkington School of Excellence ES,AUSL,997,9,28,94,83,109,105,125,112,111,99,122,0,0,0,0
609991,Theodore Herzl Elementary School,AUSL,589,53,69,66,51,59,65,48,46,50,44,38,0,0,0,0
609851,Thomas Chalmers Specialty Elementary School,AUSL,377,14,26,42,42,34,48,40,43,39,25,24,0,0,0,0
609955,Walter Q Gresham Elementary School,AUSL,325,9,15,40,29,35,38,39,31,30,30,29,0,0,0,0
609727,Wendell Phillips Academy High School,AUSL,634,0,0,0,0,0,0,0,0,0,0,0,198,170,144,122
610172,William T Sherman Elementary School,AUSL,257,6,10,26,32,25,34,33,20,30,24,17,0,0,0,0
609844,William W Carter Elementary School,AUSL,433,13,18,39,41,49,57,57,48,42,37,32,0,0,0,0
610342,Albert R Sabin Elementary Magnet School,ISP,585,0,0,47,58,70,67,65,70,75,71,62,0,0,0,0
610098,Alfred Nobel Elementary School,ISP,775,6,35,60,83,85,87,83,89,84,90,73,0,0,0,0
609837,Andrew Carnegie Elementary School,ISP,635,6,15,58,74,74,84,71,63,81,55,54,0,0,0,0
609951,Ariel Elementary Community Academy,ISP,523,17,15,46,48,55,59,49,61,67,49,57,0,0,0,0
609820,Augustus H Burley Elementary School,ISP,533,7,13,63,60,61,57,58,55,54,53,52,0,0,0,0
610563,Back of the Yards IB HS,ISP,1061,0,0,0,0,0,0,0,0,0,0,0,275,282,249,255
609764,Benito Juarez Community Academy High School,ISP,1734,0,0,0,0,0,0,0,0,0,0,0,529,429,422,354
610076,Bernhard Moos Elementary School,ISP,465,19,21,33,53,51,47,49,63,57,34,38,0,0,0,0
609821,Burnham Elementary Inclusive Academy,ISP,522,10,25,46,52,58,57,65,40,57,60,52,0,0,0,0
610039,Carl von Linne Elementary School,ISP,665,21,38,78,73,60,68,67,83,59,51,67,0,0,0,0
610148,Cesar E Chavez Multicultural Academic Center ES,ISP,966,29,41,100,100,104,118,109,104,89,80,92,0,0,0,0
610366,Charles H Wacker Elementary School,ISP,298,19,22,28,37,26,38,29,23,34,24,18,0,0,0,0
609875,Charles R Darwin Elementary School,ISP,518,23,40,46,48,37,63,48,47,63,46,57,0,0,0,0
609753,Chicago High School for Agricultural Sciences,ISP,718,0,0,0,0,0,0,0,0,0,0,0,199,179,161,179
609899,Christian Ebinger Elementary School,ISP,832,0,0,102,106,93,102,94,101,83,76,75,0,0,0,0
609863,Christopher Columbus Elementary School,ISP,284,10,18,24,26,28,25,32,30,32,29,30,0,0,0,0
610402,DeVry University Advantage Academy HS,ISP,193,0,0,0,0,0,0,0,0,0,0,0,0,0,103,90
610533,Dr Jorge Prieto Math and Science,ISP,999,15,26,74,78,104,103,114,135,131,110,109,0,0,0,0
610073,Ellen Mitchell Elementary School,ISP,400,19,16,28,43,30,51,54,50,56,27,26,0,0,0,0
609973,Emiliano Zapata Elementary Academy,ISP,773,13,35,61,70,68,82,92,79,87,98,88,0,0,0,0
610203,Enrico Tonti Elementary School,ISP,1048,32,89,142,163,138,182,141,161,0,0,0,0,0,0,0
610541,Federico Garcia Lorca Elementary School,ISP,830,19,51,56,75,82,87,93,92,98,84,93,0,0,0,0
610120,Ferdinand Peck Elementary School,ISP,943,81,143,127,133,143,171,145,0,0,0,0,0,0,0,0
609939,Frank L Gillespie Elementary School,ISP,494,22,19,50,47,62,64,39,66,40,39,46,0,0,0,0
609958,Frank W Gunsaulus Elementary Scholastic Academy,ISP,810,18,68,77,76,73,78,87,84,90,78,81,0,0,0,0
609926,Franklin Elementary Fine Arts Center,ISP,372,0,0,60,61,62,31,32,33,32,32,29,0,0,0,0
610062,George B McClellan Elementary School,ISP,339,1,13,41,47,39,32,41,40,28,28,29,0,0,0,0
610040,Henry D Lloyd Elementary School,ISP,1097,52,96,151,154,169,145,157,173,0,0,0,0,0,0,0
610390,Hyman G Rickover Naval Academy High School,ISP,553,0,0,0,0,0,0,0,0,0,0,0,116,144,125,168
610217,James Ward Elementary School,ISP,584,13,26,62,60,59,68,65,67,64,45,55,0,0,0,0
609772,Jane Addams Elementary School,ISP,716,20,47,62,61,70,70,77,77,69,73,90,0,0,0,0
609789,John Barry Elementary School,ISP,718,43,69,82,73,72,94,104,86,95,0,0,0,0,0,0
609829,John C Burroughs Elementary School,ISP,476,15,43,38,43,50,48,49,49,45,45,51,0,0,0,0
610026,John H Kinzie Elementary School,ISP,686,9,40,61,59,67,68,82,71,72,83,74,0,0,0,0
610242,Joseph Brennemann Elementary School,ISP,443,11,24,50,43,47,45,46,47,42,40,48,0,0,0,0
610520,LaSalle II Magnet Elementary School,ISP,590,28,45,58,56,58,58,64,64,63,47,49,0,0,0,0
610024,Lazaro Cardenas Elementary School,ISP,555,25,53,121,103,115,138,0,0,0,0,0,0,0,0,0
610298,Lenart Elementary Regional Gifted Center,ISP,284,11,18,28,27,28,31,31,30,30,26,24,0,0,0,0
609738,Lincoln Park High School,ISP,2101,0,0,0,0,0,0,0,0,0,0,0,559,525,438,579
609834,Little Village Elementary School,ISP,786,15,36,60,68,67,98,89,93,88,90,82,0,0,0,0
609773,Louis A Agassiz Elementary School,ISP,464,8,13,49,41,44,54,52,41,53,62,47,0,0,0,0
610117,Louis Pasteur Elementary School,ISP,708,7,33,116,137,120,161,134,0,0,0,0,0,0,0,0
610197,Mancel Talcott Elementary School,ISP,500,6,20,61,41,53,46,51,60,52,53,57,0,0,0,0
610544,Mariano Azuela Elementary School,ISP,886,7,20,81,89,70,100,114,98,105,102,100,0,0,0,0
609780,Marine Leadership Academy at Ames,ISP,864,0,0,0,0,0,0,0,0,0,144,152,133,156,175,104
610177,Mark Skinner Elementary School,ISP,1094,7,3,124,128,129,135,152,132,128,84,72,0,0,0,0
610312,Mary E McDowell Elementary School,ISP,154,7,12,13,20,30,24,22,26,0,0,0,0,0,0,0
610082,Mount Greenwood Elementary School,ISP,1125,0,0,132,146,117,153,127,132,105,115,98,0,0,0,0
609692,Neal F Simeon Career Academy High School,ISP,1336,0,0,0,0,0,0,0,0,0,0,0,443,310,263,320
610201,Ole A Thorp Elementary Scholastic Academy,ISP,849,0,0,94,88,87,88,99,105,99,99,90,0,0,0,0
610386,Peace & Education Coalition HS,ISP,103,0,0,0,0,0,0,0,0,0,0,0,0,46,24,33
609842,Rachel Carson Elementary School,ISP,1094,52,63,94,76,104,121,127,122,112,114,109,0,0,0,0
609903,Richard Edwards Elementary School,ISP,1544,54,130,141,128,159,139,165,151,144,175,158,0,0,0,0
610291,Richard Henry Lee Elementary School,ISP,862,11,27,74,100,76,82,105,95,97,104,91,0,0,0,0
609695,Roald Amundsen High School,ISP,1226,0,0,0,0,0,0,0,0,0,0,0,330,318,318,260
